;Entidad Federativa;Sexo;2005 Trimestre I;2005 Trimestre II;2005 Trimestre III;2005 Trimestre IV;2006 Trimestre I;2006 Trimestre II;2006 Trimestre III;2006 Trimestre IV;2007 Trimestre I;2007 Trimestre II;2007 Trimestre III;2007 Trimestre IV;2008 Trimestre I;2008 Trimestre II;2008 Trimestre III;2008 Trimestre IV;2009 Trimestre I;2009 Trimestre II;2009 Trimestre III;2009 Trimestre IV;2010 Trimestre I;2010 Trimestre II;2010 Trimestre III;2010 Trimestre IV;2011 Trimestre I;2011 Trimestre II;2011 Trimestre III;2011 Trimestre IV;2012 Trimestre I;2012 Trimestre II;2012 Trimestre III;2012 Trimestre IV;2013 Trimestre I;2013 Trimestre II;2013 Trimestre III;2013 Trimestre IV;2014 Trimestre I;2014 Trimestre II;2014 Trimestre III;2014 Trimestre IV;2015 Trimestre I;2015 Trimestre II;2015 Trimestre III;2015 Trimestre IV;2016 Trimestre I;2016 Trimestre II;2016 Trimestre III;2016 Trimestre IV;2017 Trimestre I;2017 Trimestre II;2017 Trimestre III;2017 Trimestre IV;2018 Trimestre I;2018 Trimestre II;2018 Trimestre III;2018 Trimestre IV;2019 Trimestre I;2019 Trimestre II;2019 Trimestre III;2019 Trimestre IV;2020 Trimestre I;2020 Trimestre II;2020 Trimestre III;2020 Trimestre IV;2021 Trimestre I;2021 Trimestre II;2021 Trimestre III;2021 Trimestre IV;2022 Trimestre I;2022 Trimestre II;2022 Trimestre III;2022 Trimestre IV;2023 Trimestre I;2023 Trimestre II;2023 Trimestre III;2023 Trimestre IV
42;Puebla;Mujeres;3530.0988984361;3657.0918679218003;3595.578404324;3817.3950633704003;3711.4793641288;3694.2918979461;3632.0707429867;3633.8550608967003;3853.3721764961;3905.5859614702003;3844.7098468980003;3708.4009612437003;3966.6242086305;3668.1892203655;3829.4929486162;4153.0177774878;3778.4406482941004;3918.7737876261003;3616.9533432773;3542.1529392128;3605.2605988558003;3676.7978704682;3791.0006891675002;3596.6537081126003;4173.3922599222005;3875.3914547164;3681.2991634067002;3504.3660463814003;3862.7379481443;3802.9370038381003;3664.7786547115;3690.7021125308;4015.6218648308;3826.5560544174;3684.0759012060003;3593.3205650102;3866.9134377996;3950.3024777393002;3842.0146085105002;3782.6813308026003;3686.7187193074;3685.0440208828;3810.7362849766;3455.594568542;3667.0491825336003;3704.2153474799;3465.1447487543;3305.8175792524003;3623.4512157168;3570.7466980498;3566.0144008944003;3424.9783036822;3880.4609240771;3755.0422765344;3626.9686037361002;3644.5986067416;3865.8317948643003;3794.666677038;3819.694802024;3933.0520768826;4128.3281156884;ND;4297.453526371;3823.6917358423;3950.4872428906;4010.2616687027003;3992.8952635309;3898.5949776991;4306.7471412766;4318.072178475501;4340.3827114723;4353.5447336954;4398.6114090468;4554.584770786701;4535.9490784758;4607.3751129016
43;Querétaro;Hombres;7692.248580572001;7884.771350347401;8040.1882123937;7905.4413721312;8272.0737500381;8228.2231921192;8547.6038881682;8651.5227521204;7961.2558301637;8368.5888967389;8195.3627215609;7635.458110787;7794.7511912717;8043.2241226363;7471.9866351367;7632.978550261801;7579.4662976714;7329.2572620492;7223.035989951601;7449.903389742401;7399.1354434953;7403.551999324301;7423.9045284666;7456.6271257988;7483.8715297847;7754.5406530458;7128.6008569692;7273.984558312501;7316.7089396527;7472.092872285701;6997.8242296662;7092.1994834007;7340.5487134428;7477.8133339682;7759.8445725179;7685.6089003960005;7899.5104999643;7625.8239198431;7492.0222996866005;7550.8760666336;7636.8700600024;8347.7733161511;7759.890089186601;7303.067693067101;8055.2675728377;8082.2550356551;8296.7752381593;7969.9461204275;7985.8498166778;8105.1267123713005;7489.721301664;7692.8434324565005;8140.7748810857;8249.7424145593;8118.217026529301;8385.8742407759;8520.0454810923;8325.6100174095;8039.5107422576;8347.6085613433;8363.2964806077;ND;8090.8627844143;8312.9058719245;8507.0028037104;8332.3636755528;8216.2662806186;8497.3492854036;8833.1164970688;8947.560884001;8036.519968170201;7620.9426180379005;8025.9394140913;8641.7392142675;8115.9141547321005;8302.882382162901
44;Querétaro;Mujeres;5820.421709448;5906.7533923526;5799.3594043304;5789.5104946172005;5890.6761648569;5913.2517372376005;6093.7895915587005;6018.2649482291;6353.9711779666;6144.014656920101;6134.9556956761;5589.6047630783005;6071.899134813;6031.2058907977;5766.2391404419;5739.8422163764;5748.6933025142;5641.172814516401;5243.1442410825;5260.9738884512;5514.366507506;5608.4628453888;5609.1603144030005;5814.747686238;5540.3978729017;5972.9942033191;5523.4353552166;5480.526884211;5672.341198474301;5746.3551104169;5238.0523272399005;5605.0598999936;5641.5040098484005;5881.0199387043;6154.7112072777;5904.5486418276005;5695.1638641133;5734.1816428857;5424.340967918401;5556.9058534518;5665.1015630479005;5732.2615601548005;5970.1819842244;5666.0060762353005;6136.1882830421;6003.89687898;6069.2416996252;6005.7425599705;5984.7476950957;5674.0006160852;5364.814297482701;5829.4167552859;6231.144263967501;6461.987613963301;6327.808907526401;6307.915531298;6294.3852671928;6394.2750474602;6137.5005118988;6128.188575609301;6514.1471892804;ND;6704.5422881751;6358.3575724595;6446.2485213415;6334.1393032506;6403.6135319853;6118.5277419668;6717.0174825695;6666.983258111601;6310.9715903957;6015.8800151368005;6247.8435732339;6724.9709088108;6467.7103582418;5847.2976794187
45;Quintana Roo;Hombres;9707.1207996104;9593.7562618432;10142.5934363337;10494.0313835774;10280.3326167454;10181.5987797547;11317.4678056586;10449.374113072701;10289.8744090654;10148.136493029;10676.0657702186;10120.486376964;10912.2405998603;10524.934403954301;10224.2712744276;9144.1719441738;9774.4623726144;9173.332686876;8630.7156335592;8391.589468932001;8944.5829059071;8626.096164391;8419.6642428823;8322.7681181629;8473.7082458126;8343.9472865466;8375.050444388;8313.900450765801;8504.3115938036;8233.4523609206;8118.4582919994;7977.1223376067;8382.4684514577;8049.4934139237;8493.374601857;7626.8067162433;7692.480094961;7489.7428934411;7384.3466781588;7239.3696936992;7542.814805394601;7899.1843942644;7761.8351901894;7547.2318597043;8067.481625044;8163.7276952146;8111.5744794834;8104.3428705302;7876.5002152628;7995.3436976349;8056.3142881317;7916.9406237218;7666.5715520324;8006.9322508319;8052.0041043249;8026.0137424371005;8225.459674654101;7961.5404652753;7942.0650407507;8009.4316470032;7901.3637679877;ND;6686.339025942;7291.190782077901;7037.6986116781;7324.4587527831;7435.675704575;7507.778664676401;7736.8229680428;7815.527241469001;7773.184343773601;8135.3935267158;8191.091920290301;8490.6396631999;8603.6937556464;8739.664697210601
46;Quintana Roo;Mujeres;7239.0447984777;6463.6028083153005;6936.1866291462;7053.9744958596;6966.2039520586;7434.512260687;7381.9439346378;7148.1688885755;7157.1635587982;7251.6214816961;7324.789885459601;6705.395148271;6740.7563729734;7004.9756232898;6851.1333150989;6232.9005053891005;6964.5678854623;6602.8275510364;6668.0059169177;6278.1819169803;6361.7989557485;6842.293829894;6500.1864975831;6197.103092905901;6706.0658859088;6691.407025187;6391.2374840137;6492.0965467755;6752.929804487901;6416.1716700262;6483.8147077522;6526.2774827945;6512.4294882424;6546.4933780773;6635.487154616801;6026.390664913;6089.311309995201;5950.6136676256;6032.2894028076;6135.2592771889;6382.2244317687;6686.2305034775;6522.6466022916;6316.5084360493;6427.914677214801;6328.237742522901;6314.323507105801;6330.0767492911;6258.842024307;6012.658379943;6419.0210415185;6292.7529493061;6266.980026189301;6295.3598345604005;6383.7873151639005;6119.9051781166;6069.0270194649;6404.8967421936;6611.0845938569;6413.8014898977;6526.1155126862;ND;6082.279138337;5988.2232344634;5709.1226606046;5850.2630262018;6350.5013470446;6045.7119389744;6520.2520674180005;6086.426648116901;6274.5251121637;6194.2286879270005;6372.8246209798;6530.4417322976005;6590.670896610401;6854.3073105637
47;San Luis Potosí;Hombres;6633.1369318371;6411.415015131401;6164.2676970264;6696.9636865190005;6714.7438091645;6944.8152825105;6879.3805828227005;6349.9593238140005;6097.1892760307;6296.6841431934;6157.8626748075;5970.3856528897;6074.4164688205;6295.6068196443;6351.8857881684;6088.4512529206;6166.872914904;6204.0741060918;5822.9156068054;5588.1598798821005;5696.657725213;5667.6909630682;5698.638294487;5369.4406880166;5303.5941063103;5664.845062934401;5693.2263035817;5473.8769318592;5473.9636192358;5269.0555911019;5151.4886819082;5550.2806038512;5264.7554315522;5362.2657069904;5678.4784692975;5406.4988809519;5309.7208295184;5428.5297381394;5256.1765068643;5225.1025797935;5256.7296488178;5339.9784811107;5258.241224778701;5529.5727254801;5605.6346871522;5700.8434474685;5772.2823811014005;5240.6222119758;5702.856061620801;6081.396490812001;6140.0503186487;5705.0609576705;6142.3969580953;6185.0647366716;5884.5536272551;6085.9777652942;6036.2416269194;6044.5056117356;6189.805449667901;6148.875497914501;6623.066857870001;ND;6024.873217899601;6075.9741795211;6515.4159581781005;6368.7231801806;6321.8900999999005;6555.9449325686;6363.2676992117;6734.891736847;6544.3486378905;6479.0475814292;7199.4652868103;7212.3782577990005;7043.5984440371;7313.637389391701
48;San Luis Potosí;Mujeres;4670.3990234502;4828.0399019037;5207.2059810716;5275.3131022009;5047.200842391901;5117.8951252954;5155.8729469408;4980.3888928006;4963.8307538795;5185.5751298425;5099.2853846035005;4981.6173501329;4918.3288027224;5039.6173252055005;5208.3720722859;4974.4613099823;4759.8794527977;4827.5513929912;4918.0708576415;4512.853505330901;4791.8847109767;4750.3181771347;5018.162363737;4623.6069245621;4492.1982884993;4651.7289442049005;4650.5444574978;4615.1911766259;4778.8990741923;4450.3285274764;4445.311910616801;4691.9908534131;4839.8230722769;4639.6501681697;4876.8459190788;4614.7981315735005;4590.6513573537;4590.9189697129;4480.4067455621;4478.4435146466;4671.7080033982;4457.1387539324005;4706.2676409917;4622.1178753437;4616.2585038778;4466.6992737293;4703.6786299148;4257.2223291916;5116.6094734331;4826.6664060011;5007.5785854547;4816.861168072101;5217.9648643718;5068.035592845;5107.6487130671;5201.2845914544005;5371.6859266365;5010.1970469773005;4981.7779706489;5181.0932892437;5272.3298618873005;ND;5235.5674402631;4924.686068621901;5627.3206953634;5327.0512432695;5527.2820051703;5410.7127413217;5485.0258760509005;5442.0357095087;5333.898089308001;4960.418387083;5619.1021562425;5338.1793146549;5798.2325701355;5576.1926644531
49;Sinaloa;Hombres;7644.838840221601;7919.6691908263;8270.6691767728;8741.278498158701;8394.5326353223;8589.7502979086;8812.0111472017;8545.8956014249;8818.0836739494;9220.4919642947;9100.979085494;8818.1706181472;8685.721331907;8647.3391467332;8931.3739400798;8516.303381199801;7998.338373608601;8617.6968688874;8122.5084959211;7822.466423366401;7817.8243634508;7976.0935111292;7913.1522644871;7721.787669495;8004.1377836803;8191.7618851427005;7701.5367974438;7661.5771786922005;7707.3680596385;8048.4569113458;7307.5609322022;7922.809793971101;7957.8617818711;7826.7550863484;8209.6563267645;7548.6240459901;7801.5309846356;7327.1104190192;7707.1681092320005;7436.8391770954;7553.0753390635;8296.0374108311;8161.317448350201;8017.672489067;7657.2328642586;7826.8222617571;7568.248656450601;7899.285263492;7912.400708892001;7895.9790882894;7806.4891054340005;7903.025879104401;7840.125380276901;7828.5824071708;7816.333613880301;7668.0563551316;7706.4642070992;7660.1756168795;7930.0593939266;7971.2793243388005;7939.9897703693005;ND;7278.4276632144;7887.9202888473;7953.752855015;7999.224889298201;8221.2086617458;8275.3000581905;8373.3958240231;8611.2655386047;8770.0480405881;8431.5093534677;8946.4429909721;8920.9457646663;9252.1127457086;9338.203104554
50;Sinaloa;Mujeres;5311.5774196785005;5187.196100635801;5893.0248624189;5666.4834941656;5939.975159826;6026.4632120618;6112.011532797001;6224.1014820939;6432.0430612446;6013.3466600531;6621.7974825266;6268.1722073579;6028.7004600058;6303.7626277208;6254.8252853131;5980.5056952346;6105.5892179145;5966.4979484947;6222.7192204022;5762.9276127776;5893.7867625882;6036.5103077941;6262.9810265904;5710.5280073949;6032.3833180405;5922.6298863241;5921.8520556563;5437.4924210334;5707.8731113819;5446.8826190908;5439.0347693161;5621.055809038;6056.5140585025;5698.629679206901;6114.7360852141;5629.2541309328;5733.8721664089;5621.8257799633;5696.2394201546;5746.8900634326;5880.8232514273;5935.5281524554;6969.677317931901;6608.2605576034;5504.4757683621;5827.072340292801;5607.275674833801;5698.5616538958;5785.2812152024;5810.537008381701;5708.8765421241005;5667.2719121224;5909.491284438001;6069.0436954862;5976.7243701615;5839.017489933301;5855.5686078913;5838.0514794847;6026.409221630301;5932.5273716017;6106.6473390597;ND;6772.0402237172;6712.4225630808005;6691.3756655663;6511.9378232566005;6102.0494466296;6085.745806378;6596.8073273325;6558.4340629163;6374.993430025001;6537.035146497;6886.0511122546;6820.7310955158;7046.365514341001;6850.7512852575
51;Sonora;Hombres;9361.392689661401;9508.3619089123;9674.3623868781;9553.545100884501;9920.5877664528;9803.6115892995;10098.3922234055;10252.8473362638;9845.5434959961;10204.296095786;9899.040999266601;9356.7671821432;10048.874905608;9693.0450039573;9396.207581275601;8778.2805371646;9153.6167426148;9009.319719771;9127.092190267;8088.374026856401;9390.1810427988;8372.4398374684;7971.043018743;8367.1407192637;7992.7602765875;8484.048636075;8400.5831735478;7943.1408839424;7737.602469066201;7587.0245884481;7947.4189966224;7867.8934221626005;10020.3450372815;8306.8205887653;8651.5455437327;8256.5854565379;8520.0904582258;8312.5648580859;8521.2531003295;8288.353373291;8114.4917707072;8415.8394673005;8022.218636233801;8387.2923747554;8443.3839620939;8485.274179436501;8109.8016144244;8538.4605608652;8727.245312815601;8450.5547469868;8335.3221505896;8392.9277226132;8323.0470959806;8491.4668927977;8139.5474252103;8213.8749669683;8180.8885230691;8249.0880304788;8479.1563735734;8077.9844821774;8271.4898880586;ND;8220.8770016891;8173.142785625901;8445.2650765514;8301.215073862;8102.6001959404;8164.104648231;8459.1321089127;8314.9826297071;8096.9580266591;8425.1742866935;8720.192418401;8756.8196069755;8587.5848373571;9027.1595599293
52;Sonora;Mujeres;6948.8379700272;6390.9550032468005;6613.4500659522;7143.5253666006;6890.192711929501;7333.7572853267;6872.152547855801;7143.4981251501;6956.4141255636005;7079.416009696501;7299.3610351114;6758.1150237702;6994.0946193087;7273.5591094642;7255.6443523875005;6828.0943709676;6667.3810514582;6826.688187673701;6657.0335950007;6021.966207721301;6468.8034676109;6592.4216018718;6342.6701379317;6289.4881200439;5914.329504410301;6025.5991890755;5364.327903008901;5646.4731180231;6198.6668061241;5929.6616260675;6157.7074617197;5937.2390115792;6346.4054558905;5998.1114379507;6447.214276835;6113.7583718014;6479.3003965197;6399.2991774464;6231.566652385501;6236.0468171503;6036.1662992444;6169.9086517901005;5983.4840796726;5708.3537272914;5794.214975118;6071.0274674468;5968.2853582505;5882.8036840193;6052.1975276824005;5800.3747040094;5869.8675688992;5939.5413542003;5956.8814637703;6139.3088933103;6429.7824558514;6494.8794078252;6405.626745615;6209.9352215333;6512.9038658462005;6413.2141448022;6376.4705306486;ND;6500.853143920001;6472.6744459635;6455.8854052802;6631.659844233101;6338.3144801376;6044.0588824277;6581.1189916205;6389.8391039127;6192.4161360869;6213.2205563087;7000.8131338021;6841.313300814601;6961.898346478801;6851.4508004333
53;Tabasco;Hombres;6756.0936776798;6830.4006210421;6935.6806631828;7015.1694723898;7298.5727996602;7709.7912143482;8231.3748137833;8069.0898281646005;7502.314318436001;7974.4994888807005;7543.4823979039;7691.717238696;7805.2497854517005;7890.9660101963;7552.7619423385;7638.295784365;7570.0704286841;7350.0333436091005;7059.0203055253005;7367.9727894697;7410.237661854;7174.705509733701;7146.1429397548;6863.5748269173;6950.9558584426;6534.2621059676;6627.6772871405;6743.9471869969;7151.7103835004;7136.2741675767;7137.181946196701;7183.8886376139;7255.103549794901;6833.4399434457;6571.959902487701;6770.8401478172;6903.516757719401;6700.89530975;6708.224050945901;6756.4326607082;6943.758458686901;6786.5428306265;6972.2656691712;6692.5892458226;6754.6932384188;6340.0475419692;6290.9233500539;5781.9618007439;6408.7352186117005;6003.917337423;5643.5211535902;5709.82991803;6066.5166772781;5775.4255040513;5586.9050568105;5608.7194299101;6142.1490768404;6082.3777687585;6088.9819014547;6104.2484138367;6423.3398822491;ND;5738.6846339966005;5834.0481272598;6308.5813018746;6089.7749967093005;6355.8775353798;6307.6948814405005;6442.3267032937;6554.7672264399;6513.3735784947;6699.0200534900005;6961.200179109001;6834.4963215886;7597.3111829308;7058.8104823136
54;Tabasco;Mujeres;5860.727534477101;5483.6447650236005;5830.4772763229;6378.8993731228;6112.6886464125;6047.1454814391;6347.2497309901;6105.8831080687005;5641.047502289401;5730.4730832805;6078.5081920496;5180.8464169552;5806.7892953802;6019.8114987007;6339.179479825701;5782.9545516504;5608.3880833578005;5835.8560786392;5287.1185229632;5774.3309588444;4942.886254192;5030.7410144665;5067.1922254218;5209.809845302801;5096.2228179042;4982.8483684205;5173.5753020975;4938.219689639101;5216.6497909143;5269.6838020258;5274.2088846606;5517.5327853292;5737.6165247851;5014.1342566138;5399.0568055125;5428.4867247707;5399.2887440112;5162.7192210508;5393.588426598601;5082.2991524086;5508.1265850466;4955.603748155;5022.7734051046;5031.925374317901;5198.095839874401;4651.3005651351;4781.9724251934;4316.7878439386;4728.4285840288;4794.4090112391;4281.9040464838;4446.8760278008;4521.134645416701;4786.0648869715005;4496.115478843601;4572.3480319827;4642.1993904208;4426.6756249231;4378.3044079719;4750.2085922127;4999.625805473001;ND;5265.2227112366;4864.1549516686;5018.0184419351;4754.771094429;5125.2389848903;4970.9073188825005;4982.837871572;5102.5208556641;4769.5382560452;4966.0163449855;5011.048457875901;4933.3118163728;5402.7347093416;5234.483560051201
55;Tamaulipas;Hombres;10139.235617759701;8665.0734468194;8892.4843791317;9334.2902326605;9261.8277964789;9907.111156802;9792.972607275;10579.2100338455;9333.9779960067;9383.474499937;9434.6134434943;9401.4545344367;9287.441850229001;9311.7012253193;9355.308262451;9117.7739810145;9246.54088818;8544.8090185867;8488.761120016301;7904.0092397926;8208.6906908537;7730.4768617146;7465.2096121012;7586.6533893846;7701.409029264601;6913.3244511518005;7145.1640759844;6549.9522598439;7069.6336935845;7164.4135336;6989.8772098802;6811.7281322474;7145.5086178406;7089.5151542043;6849.5821388038;6737.9871710913;6782.0906384188;6696.4240548692005;6606.7495501389;7036.271012828201;6903.7369385328;6851.1285797429;6687.4595066702;6782.4152296491;6999.6107363741;7010.9017975936;7212.8449009828;7206.887935131001;6725.2960787101;6914.3677053757;6712.7573744582005;6601.246724250101;7225.3620592723;7121.425904800601;7299.5152318472;6837.388515421801;7224.210599353601;7554.592689814401;7435.903541436301;7369.1761264671;7585.9076234815;ND;7455.125030627801;7304.4082195345;7649.048818469701;7501.8033830345;7665.8801106937;7501.9196592354;7878.6525865489;7973.100062915901;8060.4436558565;8246.892251052;8623.3644106668;8242.4688322098;8757.1171128211;8645.9139223629
56;Tamaulipas;Mujeres;6375.5967869024;5925.0966028285;6530.6425193656005;8797.462359033001;6786.3339209737005;6986.351834161001;6892.5197628688;6960.238911847;6734.602787261901;6348.5126148755;6865.1792888806;6527.4020512361;6279.6398911141005;6402.9222046697005;6738.2833752127;6091.1763205384;6623.1225342392;6307.9477775328005;6274.1626503008;5989.6859629654;5825.2916647090005;5570.9198724208;5446.4773403787;5452.442035601301;5835.0754607189;5737.7375778313;5191.4704080005;5038.6819504427;5103.7663595386;5237.7647929154;5254.6862725049;5383.519744233;5453.6039188727;5316.2820451933;5007.508364276;4800.309896264001;5369.2110263715;5078.1388320020005;5014.3774568516;4917.2583458517;5101.2525238565;4949.3328027748;4995.4777016457;5008.460489398401;4959.1937835287;5075.209592469901;5256.887955918301;5128.5299853426;5278.961670965;5208.79587232;5038.0387878623005;5194.535363956;5353.344904151801;5415.5858911026;5502.9499970718;5155.025368084201;5679.8358370556;5805.4928213357;5636.8360306524;5668.9807434156;5637.5548917965;ND;6049.5837308692;5691.1841041901;5976.5983327575;5782.7117035354;6033.3891389378;5912.8835136802;6321.6837062159;6421.4582932591;6360.7039876367;6278.7903514832005;6584.869447119;6613.6871435311;6680.2138728879;6908.4354843499
57;Tlaxcala;Hombres;5429.9355986572;5631.2600164588;5435.0765993056;5330.079870912;5729.9265992677;5483.2308344154;5450.5422505519;5309.7041558499;5629.6497762458;5643.4836331178;5495.620030057;5579.0489329909005;5643.1399695266;5733.118028313001;5461.3859406457;5286.5197357785;5252.8101706427005;4961.0349463682005;4760.764591949101;4772.9362918692;4862.8799445089;4858.1069914664;5212.7756021886;5001.6529087319;5078.0737003828;5508.6341200958;5052.845584872201;5140.6170832334;5253.4582319788005;4918.6284769437;5209.6872879247;4972.348827560801;5139.1039463969;5012.4642474661005;4870.489603634001;4935.610747812801;5011.59269537;4708.4574584224;4843.5355953935;4870.3526229413;5154.672874547;5045.1919846309;5065.0438094739;5097.3936552676005;5269.8110210764;5316.4122623761;5130.626599834;5128.6435883172;5080.5628350789;5108.7228124039;5307.127836373;5183.0943865104;5437.1965138814;5467.1148295149005;5337.6654070328;5167.8800543957;5097.4359306397;5130.4356450057;5143.2159258099;5382.4260294364;5267.5168824966;ND;5083.9899425685;5105.2710469028;5174.7027447277005;5205.548735469;5200.7036362183;5304.056970600101;5433.4277103184;5512.4011458971;5502.1797836498;5524.0317235801;5684.717424694701;5827.0240997437;5736.432430016001;5771.1295801336
58;Tlaxcala;Mujeres;4191.4288630453;4147.0225723603;3874.0334565252;4012.2704856288;4302.8263604491;3980.8047507196;4069.675113366;3763.9191692448003;4080.8952689514003;4174.48302177;3964.9083646794;4116.3492461348005;4070.9936280056;4020.2296583662;4331.4437396874;3796.4978765859;3978.4335226625003;3738.8016886808;3779.074059817;3623.4523484066003;3929.9396511748;3856.5365471543;3760.4271199646;3926.3283653194003;3993.1124094815;4090.0564375604004;3883.3279048665;3850.3167164639003;3944.4763094583;3815.1209554248003;4024.0891231783003;3910.5821913558;3863.5647061286;3733.0883416059;3879.4259833884003;3668.3477568622;3774.8992888369003;3594.1385392063003;3629.4735466929;3679.3661647464;3750.1960926636;3624.4646724782;3749.0182743995;3723.5233940472003;3782.245731931;3746.3067047537;3895.5651667855;3577.0542081020003;3713.1318698016003;3758.497450976;3901.2242047941;3689.3882898854004;3844.9434610910002;3671.3203510013;3748.967448928;3580.1787512097003;3535.5847609794;3789.6210584698;3792.4160257168;3898.8056167227;4055.6422836714;ND;3968.8285981921003;3678.5704246045;3838.7242693625003;3882.9707404495;3720.4516338974;3822.8674859172;3870.9142945910003;4129.236451642801;4081.3037855886;4060.6682629690004;4162.780942041;4298.548288908501;4092.4898619926003;4242.5953389721
59;Veracruz de Ignacio de la Llave;Hombres;7199.1240646829;5780.8284280464;5439.530819949;5941.6982143724;5741.9847016451;6133.8171651113;5974.2880614876;5888.5980786502005;5844.4822475716;6007.0316724788;5880.4091033628;5905.7424233385;6073.4606537808;5910.2917062341;6079.7583470284;5971.5767003751;5904.0800391103;6162.3785637669;5877.6545991261;5772.8948208734;6188.2263829202;5784.7595166449;5955.585426776101;5878.674666621;5844.1532660042;5563.8643407939;5889.7598233421;5498.2727424649;5906.2756208542005;5883.1990075529;5620.9942088516;6061.4699982166;5693.4903303603005;5909.0351819259;5757.8009093517;5985.1177591767;5277.2936071796;5391.7816831553;5060.9529047747;4862.7871097747;5109.2137135278;5308.6536077281;5150.1178193054;5064.9947776436;5406.1050975886;5362.008154082;5343.5595126415;5166.7794415087;5115.0050743984;5028.794992466001;4930.0803000782;5021.8458580711;5126.2638520216005;5167.1377435952;5204.7511414486;4930.7943727469;5288.4897508805;5100.3974794131;4868.2898789413;4982.1164940797;5342.641420481;ND;5242.9416090836;5331.8939275536;5531.1571330602;5497.686016297001;5412.3058794888;5066.1525050475;5531.054216606401;5306.9710816699;5289.193912209;5322.5134679352;5460.060731759901;5247.5825473589;5825.8905737634;5617.4466320057
60;Veracruz de Ignacio de la Llave;Mujeres;4498.3189537729;4387.9442019113;4601.9932170286;4552.9436146933;4992.1872689529;4936.301296495;4805.1224831175;4586.3274905424005;4502.6928459818;4599.9652584581;4752.6432949717;4513.8112462003;4515.9948387408;4454.0091321864;4659.5298435267005;4647.3621207944;4720.047752535;4962.1051957165;4775.6693754115;4472.7950392113;4611.9466596119;4714.9367836950005;4739.972164844;4868.4508922437;5218.3963143964;4666.7703184905;4564.4724348337;4252.8695524512;4608.7402707147;4594.8980461435;4576.1789417488;4775.8363392581;4508.3102495302;4666.644642823;4832.5168833774005;4576.5889648797;4801.6732377568005;4637.030828124401;4444.2397402649;4172.2000572948;4260.0913913437;4522.831756712801;4623.7216958153;4334.7494965748;4459.2306776981;4412.0552713744;4128.6815996585;4106.4325524584;3953.6160554116;4227.6190880096;4071.0281706753003;4243.8619885542;4356.159592263501;4384.673555259;4323.6448128182;4019.8819081654;3949.7017395774;4330.3945484089;3992.4498336353004;4066.737931335;4312.6928684283;ND;5024.912936469;4403.3868008791005;4834.2270611987005;4347.6104938341;4433.1806582336;4101.6167736811;4948.8096196985;4765.2700958078;5136.8267302416;4350.3951578525;4784.17991179;4346.1110935521;4791.3350961222;4604.5775493697
61;Yucatán;Hombres;6391.683818844001;6359.2156807412;6184.0568235572;6282.9930299492;6441.5263720876;6129.5309994750005;6801.6697492637;6322.5842833043;6612.1065683483;6992.8227464395;6365.5248935378;6531.4457203853;6601.564971550501;6404.5725031552;6366.4428163756;6077.757844445;6325.3275986952;6062.5635030135;6023.9455989296;6086.0285524281;6095.4860878295;6063.230547906201;6228.9815306351;6430.6158035566;6247.444932559;6008.4894802946;6233.5842310751;5947.602338114;6072.2391642394;6134.7664118531;6183.9818990327;6041.4066641615;5836.7916759982;6457.1962033154;6304.2826357806;6241.3512982979;5971.9106658085;5773.253765829701;5827.4625483811005;5991.897667582;5863.189496185601;6087.8537511583;6207.255264463201;5937.106273881201;6043.149648829401;6095.2654366694005;6106.2344610031005;6283.727377764;6256.668615572;6232.3713456691;6202.395086989301;6388.9771872432;6137.5247884984;6372.2420650031;6349.6934855255;6529.0024411859;6432.220142797601;6523.4293939717;6675.4260916098;6596.0029337197;6778.7274047048;ND;6728.506021418701;6698.6424469012;6799.1365571364;6807.5997901886;6625.448485959901;6468.6874738341;7035.339854360301;6717.3633456937005;6778.2501024189005;6928.7328939683;7372.386073792;7492.136704194901;7622.740836933101;7603.3476145248005
62;Yucatán;Mujeres;4319.3577862965;4354.3423331973;4415.4016487774;4319.5166557092;4376.7763708312;4426.8834609407;4345.4857472019;4169.1534468731;4293.7842870899;4482.2649414254;4353.8557536171;4455.8862675399005;4361.4917961497;4384.2363942919;4300.3406115651005;4149.3397230953005;4370.5291981548;4176.0213715725;4657.569759349;4124.3932123947;4031.4348363365;4248.7861897489;4370.4494713007;4572.8331424315;4396.2126642664;4476.5714082063005;4394.5849876533;4155.4235587676;4263.2786622622;4306.5619924469;4647.8577970948;4152.8555504282;4207.0906799817;4444.1550387277;4269.7916696102;4502.9076375828;4407.9558977615;4080.6830546185;4219.6803693263;4318.2192594695;4376.5818212632;4261.3304834268;4499.2395820053;4254.9694698143;4381.3181051621;4377.5535893499;4575.6486555914;4507.3677127443;4542.3579508677;4614.4959122175005;4479.5611007281;4424.3713784087;4334.5028405615;4267.8429994842;4604.3691658598;4663.4266912944;4354.3411381105;4562.1297391729;4584.8289701218;4699.8109394914;4587.2879887031;ND;4861.1486404514;4546.8660552193005;4624.9343917255;4807.3353094933;4934.0875806138;4526.9207890317;4844.9277682771;4571.9794000156;4607.2127786569;4689.6581317807;5132.1389983762;5065.4943875223;5060.8003764182;5248.384144313
